loan_amnt,purpose,Zip Code,State,emp_length,label
9000, ,067xx,CT,< 1 year,0
4000,Down Payment,785xx,TX,< 1 year,0
4500,Credit Card,960xx,CA,< 1 year,0
15405, ,850xx,AZ,4 years,0
10000,College,707xx,LA,< 1 year,0
10000,Need to Pay Daughters Hospital Bills,949xx,CA,4 years,0
15000,Need Student Loan,928xx,CA,3 years,0
2000,Personal,945xx,CA,1 year,0
9000,attempting to better my self ,737xx,OK,3 years,0
5000,School Loan,142xx,NY,< 1 year,0
3500,personal loan,782xx,TX,< 1 year,0
5000,Student Loan,472xx,IL,10+ years,0
2500,car repair,303xx,GA,4 years,0
4000,Work Truck Repair,199xx,DE,9 years,0
4000,Consolidate Debt,850xx,AZ,4 years,0
2000,education,770xx,TX,4 years,0
10000,Make house ADA compliant.,958xx,CA,2 years,0
15000, ,082xx,NJ,2 years,0
10000, ,156xx,PA,< 1 year,0
25000,Personal Loan for relocation dream,080xx,NJ,1 year,0
6000,student aid,760xx,TX,10+ years,0
8000,Computers,482xx,MI,1 year,0
2500,move,600xx,IL,3 years,0
25000,School Loan,925xx,CA,5 years,0
4000,School,392xx,MS,7 years,0
15000,Furthering My Education,037xx,NH,1 year,0
12000,School Loan,930xx,CA,< 1 year,0
10000,motorcycle,540xx,WI,10+ years,0
25000,Consolidation of credit cards,334xx,FL,1 year,0
11000,motorcycle loan,021xx,MA,5 years,0
7000,For education expenses.,774xx,TX,< 1 year,0
10000, ,112xx,NY,< 1 year,0
2500,Student loan,923xx,CA,5 years,0
3500,Hit hard times,337xx,FL,1 year,0
3000,stafford loan,993xx,WA,2 years,0
7000,Education ,921xx,CA,2 years,0
2500, ,361xx,AL,10+ years,0
19000,To finance Business,802xx,CO,10+ years,0
5000,Cleaning up my credit report...,334xx,FL,< 1 year,0
6000,College Expenses,719xx,AR,< 1 year,0
25000,opening a montessori school,276xx,VA,2 years,0
5000,HOME DOWN PAYMENT,361xx,AL,10+ years,0
10000, ,080xx,NJ,8 years,0
14000,School ,441xx,OH,1 year,0
25000,Single Mother of 3 wanting to do better.,647xx,MO,< 1 year,0
3000,School loan,349xx,FL,< 1 year,0
7000,clear cargo,761xx,TX,3 years,0
1000,Car Shop,808xx,CO,2 years,0
15000,I would like to Considered for a Loan,088xx,NJ,< 1 year,0
1000,emergency travel,799xx,TX,< 1 year,0
8500, ,532xx,WI,3 years,0
20000,Beauty School,461xx,IL,< 1 year,0
2000,Personal and Education,324xx,FL,1 year,0
20000, ,923xx,CA,2 years,0
10000,college education,300xx,GA,2 years,0
20000,Student Loan,111xx,NY,< 1 year,0
2000,student loan,087xx,NJ,< 1 year,0
16500,Sheesley Loan,801xx,CO,1 year,0
10000,Startup business,774xx,TX,< 1 year,0
25000,Student loan,494xx,MI,< 1 year,0
4000,student loan,317xx,GA,2 years,0
10000,Allegany Student Loan,209xx,MD,< 1 year,0
7000,Debt Reduction,142xx,NY,2 years,0
25000,DOWN AND OUT,180xx,PA,1 year,0
6500,Consolidating Wedding Costs and Debt.,430xx,OH,< 1 year,0
2000,Rent,541xx,WI,3 years,0
1000,skool,857xx,AZ,< 1 year,0
25000,Help!,430xx,OH,5 years,0
10000,school,794xx,TX,1 year,0
7500,College ,360xx,AL,2 years,0
3500,school loan,231xx,VA,< 1 year,0
25000,Determined to finish college!,954xx,CA,< 1 year,0
2500,Baby on board!,857xx,AZ,3 years,0
25000,medical school loan,207xx,MD,5 years,0
21000,College Loan,900xx,CA,< 1 year,0
20000,College Freshman,727xx,AR,3 years,0
7000,Student Loan for Cost of Living,601xx,IL,< 1 year,0
1000,Hard worker ,190xx,PA,2 years,0
11000,Consolidation,750xx,TX,8 years,0
14000,College Cost,995xx,AK,< 1 year,0
8000,Summer student loan,606xx,IL,3 years,0
3000,Please Help me to Get A Car!,315xx,GA,1 year,0
3975,Remove 2nd Tax Lien on Financial Account,114xx,NY,1 year,0
15000,Alisha's wedding,339xx,FL,5 years,0
7000,paying back debt,481xx,MI,< 1 year,0
5000, ,323xx,FL,< 1 year,0
4000,Auto financing,363xx,AL,6 years,0
1000,Moving for school majoring in nursing,741xx,OK,< 1 year,0
20000,College,468xx,OH,2 years,0
5000, ,604xx,IL,< 1 year,0
2900,Debt Consolidation,662xx,KS,3 years,0
4000,Dental,339xx,FL,< 1 year,0
1000,need a loan quickly,212xx,MD,< 1 year,0
5000,DEBT FREE,439xx,OH,10+ years,0
5000,streetermar123,136xx,NY,10+ years,0
25000,debt consolidation,189xx,PA,7 years,0
1000,Vacation,136xx,NY,10+ years,0
25000,"RLH Holdings, Inc. Business Loan",152xx,PA,10+ years,0
3000,College loan,335xx,FL,2 years,0
8500,private,089xx,NJ,< 1 year,0
1000,Private Student Loan,112xx,NY,< 1 year,0
7000,school,432xx,OH,3 years,0
5500,School ,644xx,MO,< 1 year,0
6000,please help.  need to consolidate,082xx,NJ,8 years,0
13000,Investment Loan,100xx,NY,< 1 year,0
4000, ,021xx,MA,< 1 year,0
20000,student loan,674xx,KS,< 1 year,0
3000,I would like to Pay off my little debt  ,322xx,FL,5 years,0
1500,Extensive Dental Work Needed,752xx,TX,4 years,0
6000,MY Wedding,071xx,NJ,1 year,0
20000,Education,352xx,AL,< 1 year,0
14000,School,300xx,GA,4 years,0
2500,Looking to buy a Used Motorcycle,531xx,WI,< 1 year,0
1000,Credit Card Debt,392xx,MS,< 1 year,0
6000, ,190xx,PA,5 years,0
2500, ,236xx,VA,2 years,0
10000,Student in need of loan,300xx,GA,< 1 year,0
25000,Loan to finish college,641xx,MO,5 years,0
6000,DEBT PAYOFF,441xx,OH,4 years,0
13500,Rotten Apple business loan,463xx,IL,< 1 year,0
2000,Student Loan,657xx,MO,4 years,0
3500,Trying to save money,852xx,AZ,8 years,0
15000,College for my daughter,199xx,DE,9 years,0
5000,school loan,217xx,MD,4 years,0
25000,Start Up Business Loan,740xx,OK,1 year,0
6000,housing cost ,498xx,MI,5 years,0
1000,Emergency car repair ,852xx,AZ,1 year,0
1500,investment in my education,943xx,CA,< 1 year,0
20000,SelfEmployed buying Condo,301xx,GA,3 years,0
11000,Dyna ,841xx,UT,< 1 year,0
2000,Student Loan,952xx,CA,< 1 year,0
5000,Looking To Buy A Motorcycle,760xx,TX,2 years,0
10000,Paying for classes and Rent,936xx,CA,< 1 year,0
10000, ,604xx,IL,5 years,0
16000,Southwestern College,762xx,TX,2 years,0
1500,personal loan,148xx,NY,3 years,0
2000,Student Loan,953xx,CA,1 year,0
2000,Andrae's Loan,787xx,TX,< 1 year,0
5000,need help with bills,156xx,PA,1 year,0
2000,Just need alittle help....not a handout.,450xx,OH,5 years,0
14000, ,776xx,TX,< 1 year,0
10000,Thank you if you can bless me,275xx,PA,< 1 year,0
5000,"$5,000.00 for debt consolidation & Bills",218xx,MD,2 years,0
4000, ,439xx,OH,10+ years,0
3000, ,607xx,IL,5 years,0
7500,in need of moving expenses & debt repair,637xx,MO,10+ years,0
15000,my bills,370xx,KY,1 year,0
24000,going to the LA film school,902xx,CA,1 year,0
3500,Student Loan ,741xx,OK,< 1 year,0
8000,Consolidate Debt,181xx,PA,4 years,0
20000,CAMP,705xx,LA,1 year,0
5000,Graduate School Fund,900xx,CA,< 1 year,0
20000,CAMP,705xx,LA,2 years,0
17000,Debt Consolidation,152xx,PA,4 years,0
2000,Summer 09 loan,606xx,IL,4 years,0
5000,Carolann needs to further her education!,553xx,MN,4 years,0
25000,college money,925xx,CA,< 1 year,0
6000, ,208xx,MD,< 1 year,0
2000,Student Loan ,921xx,CA,1 year,0
8000,Getting away from credit cards,146xx,NY,< 1 year,0
10000,new garage,238xx,VA,10+ years,0
7945, ,782xx,TX,10+ years,0
15000,I would like to Considered for a Loan,088xx,NJ,< 1 year,0
15000,Gridirons Sports LLC,458xx,OH,2 years,0
6500,Education purposes,770xx,TX,< 1 year,0
5000,loan for criminal justice training,443xx,OH,2 years,0
6000,School ,306xx,GA,< 1 year,0
2900,"Four credit card debts, hoping to re-fi",940xx,CA,1 year,0
10000,personal(im a mom of four),763xx,TX,< 1 year,0
9500,school loan,480xx,MI,< 1 year,0
5000,Ford Mustang,932xx,CA,1 year,0
15000,consolidation request,119xx,NY,10+ years,0
5000, ,178xx,PA,10+ years,0
5000,Final Year of College,341xx,FL,1 year,0
3000,Help us start our new lives together!,294xx,SC,8 years,0
10000,business,940xx,CA,2 years,0
1500,Power Bill,350xx,AL,4 years,0
13750,Help granddaughter become cosmotologist,186xx,PA,6 years,0
5000, personal ,322xx,FL,9 years,0
25000,student loan!,554xx,MN,2 years,0
1000,Bill Expenses,723xx,AR,5 years,0
9000,Personal loan,486xx,MI,2 years,0
2000,Consolidate debt,751xx,TX,< 1 year,0
4500,for car down payment,856xx,AZ,1 year,0
12000, ,067xx,CT,8 years,0
1000,Please help pay!,448xx,OH,< 1 year,0
1500,personal,201xx,VA,3 years,0
13000, ,212xx,MD,4 years,0
5000,Oakland,631xx,MO,1 year,0
25000,School,400xx,KY,1 year,0
4000,LENDING CLUB,740xx,OK,5 years,0
3000,denta hygiene program at college,320xx,FL,1 year,0
1500,personal,201xx,VA,< 1 year,0
5000,Grad student loan,486xx,MI,1 year,0
2500,College Expenses,351xx,AL,< 1 year,0
5000,FUNDING FOR EDUCATION,770xx,TX,< 1 year,0
1500,Student Loan,705xx,LA,3 years,0
1000,Pink's loan,919xx,CA,< 1 year,0
5000,education help,920xx,CA,5 years,0
7875,Student loans,335xx,FL,< 1 year,0
15000,iishshaa williams,669xx,KS,2 years,0
15000,Student Loans,906xx,CA,1 year,0
10000,School Loan,333xx,FL,< 1 year,0
14000,Tuition for LPN,440xx,OH,< 1 year,0
9000,PERSONAL,331xx,FL,3 years,0
3500,Getting out of debt for good!,088xx,NJ,1 year,0
10000,need internet/loptop/books/cheap car,802xx,CO,< 1 year,0
11000,hbsc,986xx,WA,1 year,0
10000,to pay of my bills,785xx,TX,10+ years,0
14000, ,201xx,VA,5 years,0
15000,Debt Consolidation,447xx,OH,5 years,0
25000,get rid of credit cards!!! help ,236xx,VA,4 years,0
15000,School Loan,978xx,OR,2 years,0
15000,education,325xx,FL,5 years,0
10000,College Loan,058xx,VT,3 years,0
8000,Clearing old debts and improving my cred,188xx,PA,1 year,0
20000, ,601xx,IL,3 years,0
3000,need help,323xx,FL,10+ years,0
18000,In need of loan to help family members,023xx,MA,4 years,0
2000,Paying off school ,258xx,WV,< 1 year,0
1500,public,291xx,SC,2 years,0
8000,Graduation loan,727xx,AR,< 1 year,0
11000,college loan,134xx,NY,< 1 year,0
1000,Student Loan,945xx,CA,< 1 year,0
2000,Personal loan ,316xx,GA,8 years,0
5000,Schooling,160xx,PA,< 1 year,0
7000,Pay off debt,222xx,VA,1 year,0
1000,personal loan,293xx,SC,< 1 year,0
2000,Bill Consolidation,799xx,TX,1 year,0
9000,Money for apartment,134xx,NY,1 year,0
10000,School,432xx,OH,< 1 year,0
3500,Beating CANCER and Keeping our home,792xx,TX,7 years,0
2000,Bill Consolidation,799xx,TX,4 years,0
22000,Study Abroad,850xx,AZ,1 year,0
4000,Student Loan,305xx,GA,< 1 year,0
15000, ,996xx,AK,2 years,0
15000,Invest in a pharmacologist,495xx,MI,1 year,0
19000,Student Loan,014xx,MA,< 1 year,0
3000,payoff small loans,325xx,FL,8 years,0
3000,Bicycle Loan,191xx,PA,9 years,0
5000, ,908xx,CA,3 years,0
4500,Personal,395xx,MS,< 1 year,0
5000,Car Loan,600xx,IL,< 1 year,0
1000,Consolidate some bills,895xx,NV,< 1 year,0
5000,Debt Consolidation,021xx,MA,< 1 year,0
5000,Credit Consolidation Loan,212xx,CA,< 1 year,0
10000,School,790xx,TX,< 1 year,0
2000,Personal Loan,750xx,TX,< 1 year,0
8000,Wedding,330xx,FL,< 1 year,0
3000,"transportation,clothing,accessories,etc",184xx,PA,< 1 year,0
2500,Hopeful Student,945xx,CA,< 1 year,0
10000,Debt Consolidation and Restructure,917xx,CA,3 years,0
5000,New job in the USA,554xx,MN,< 1 year,0
15000,Looking to consolidate credit card debt,492xx,MI,< 1 year,0
1000,Student loan,191xx,PA,2 years,0
1700,Borrowing for the future,917xx,CA,< 1 year,0
15000,Refinancing loan,088xx,NJ,1 year,0
10000,college,315xx,GA,2 years,0
20000,Small Business Growth  =),928xx,CA,1 year,0
3000,Speech Therapy ,411xx,KY,< 1 year,0
1600,Car,975xx,OR,10+ years,0
2500, ,785xx,TX,10+ years,0
2000,personal,361xx,AL,7 years,0
1000,business capital,902xx,HI,< 1 year,0
15000,College Loan,240xx,VA,< 1 year,0
4000,College,496xx,MI,1 year,0
17000,Student Loan,322xx,FL,< 1 year,0
10000,Kitchen,900xx,CA,1 year,0
10000,student loan,952xx,CA,10+ years,0
10000,My Teaching Years,422xx,KY,2 years,0
25000,trying to pay off cards,782xx,TX,9 years,0
10000,Money for school,606xx,IL,< 1 year,0
2500,Downpayment for a vehicle,400xx,KY,9 years,0
5500,rexs credit card saver,426xx,KY,9 years,0
5000,personal,537xx,WI,1 year,0
6000,student loan,431xx,OH,10+ years,0
10000,personal loan,030xx,NH,10+ years,0
22000, ,113xx,NY,7 years,0
3000,personal,321xx,FL,10+ years,0
8500,Student Loan,301xx,GA,7 years,0
14000,Financial responsibility,606xx,IL,7 years,0
5000,getting thru school,137xx,NY,< 1 year,0
1000,in desperate need,207xx,MD,7 years,0
10000,Consolidation Loan,183xx,PA,< 1 year,0
25000,School,446xx,OH,< 1 year,0
5000,Looking for Investors Business,087xx,NJ,< 1 year,0
3000,Dream,424xx,KY,2 years,0
2000,Paying off credit card debt,024xx,MA,1 year,0
2000,Student Loan,760xx,TX,< 1 year,0
3000,trying to cont. my education,166xx,PA,< 1 year,0
5000,home,333xx,FL,4 years,0
5000, ,920xx,CA,1 year,0
7000,I want to fix up my home.,150xx,PA,< 1 year,0
5000,Help Us Move On,614xx,IL,< 1 year,0
25000,Medical bills and debt consolidation,321xx,FL,5 years,0
18000,Buying a vehicle,078xx,NJ,< 1 year,0
3000,divorce,627xx,IL,10+ years,0
8000,Better Myself,292xx,SC,1 year,0
9000,Time to get out of debt,760xx,TX,4 years,0
5000,Burgman,604xx,IL,5 years,0
25000,Consolidation of debts ,785xx,TX,5 years,0
10000,Debt Consolidation,109xx,NY,< 1 year,0
5000,Moody,490xx,MI,< 1 year,0
19000,Used Car Loan,430xx,OH,10+ years,0
23000,school,074xx,NJ,1 year,0
10000,education ,433xx,OH,< 1 year,0
1200,PROPETY TAX LOAN,654xx,MO,10+ years,0
25000,consolidate loans get debt free,813xx,CO,< 1 year,0
2000,Mother of 3 in need of help,338xx,FL,< 1 year,0
5000,Debt Reduction,741xx,OK,< 1 year,0
5000,College Loan,283xx,NH,3 years,0
20000,EDUCATIONAL LOAN,217xx,MD,2 years,0
8500, ,150xx,PA,< 1 year,0
20000,School Tuition & Fees,450xx,OH,< 1 year,0
10000,school tuition and supplies ,435xx,OH,1 year,0
2000,Car,481xx,MI,3 years,0
1750,Expenses for selling a foreign property,104xx,NY,2 years,0
2500,Private Loan,482xx,MI,< 1 year,0
2500,Nursing School,721xx,AR,< 1 year,0
10000,personal loan,785xx,TX,< 1 year,0
1200,Money needed  to complete mortgage App.,103xx,NY,5 years,0
25000,home perchase,355xx,AL,10+ years,0
6000,need my dream motorcycle!,983xx,WA,6 years,0
25000,lomproperties,441xx,OH,10+ years,0
5000,School,338xx,FL,< 1 year,0
4000,School Loan,326xx,FL,1 year,0
9000, ,024xx,MA,2 years,0
25000,Student Loan,357xx,AL,< 1 year,0
13000, ,301xx,GA,4 years,0
6000,for education expenses,365xx,AL,< 1 year,0
3000,school ,606xx,IL,4 years,0
1000,personal,857xx,AZ,5 years,0
20000,for school,333xx,FL,< 1 year,0
5000,College Loan,306xx,GA,< 1 year,0
25000,Debt consolidation,113xx,NY,3 years,0
10000,Used truck for work,300xx,GA,10+ years,0
10000,stopusurynow,945xx,CA,2 years,0
25000,start up,054xx,VT,1 year,0
9600,Living During School,149xx,NY,< 1 year,0
10000,student loan,806xx,CO,4 years,0
10000,meghan,703xx,LA,< 1 year,0
1800,Debt consoliation,913xx,CA,1 year,0
9000,quick payback for a new roof,105xx,NY,3 years,0
3000,auto loan,292xx,SC,1 year,0
2000, Student Loan ,133xx,NY,< 1 year,0
20000,Loan for Tisch School of the Arts,482xx,MI,< 1 year,0
4700,Studen Loan,773xx,TX,6 years,0
5000,06/27/2009,775xx,TX,< 1 year,0
4000,managing credit,770xx,TX,2 years,0
2700,Summer II College Education,299xx,SC,1 year,0
6000, ,481xx,MI,9 years,0
2500,School Loan,770xx,TX,< 1 year,0
2000,home improvement,033xx,NH,2 years,0
2000,Starting Medical Resident,799xx,TX,< 1 year,0
3000,pay a few bills and fix the truck.,827xx,WY,< 1 year,0
15000,college loan,774xx,TX,3 years,0
4400,Motorcycle Loan,522xx,IL,< 1 year,0
3000,School Expenses,169xx,PA,2 years,0
1500, ,782xx,TX,4 years,0
15075,The Medical College of Wisconsin,532xx,WI,3 years,0
5000,expanding current business,970xx,OR,3 years,0
12000,Wedding loan,484xx,MI,1 year,0
10000,H-D,890xx,NV,10+ years,0
25000,Small business loan,451xx,OH,1 year,0
20000, ,330xx,FL,< 1 year,0
23000, ,757xx,TX,2 years,0
12000,Doctorate in Clinical Psychology,853xx,AZ,1 year,0
5500,Back on track,403xx,KY,1 year,0
19000, ,177xx,PA,3 years,0
16000, ,654xx,MO,10+ years,0
3000,Apartment/Student Expenses,483xx,MI,< 1 year,0
6000,Education,365xx,AL,6 years,0
1000,Help for my family,234xx,VA,6 years,0
22000,credit,294xx,SC,2 years,0
2500,LOAN,146xx,NY,10+ years,0
5000,College Loan,296xx,SC,< 1 year,0
8000,Student loan for continuing education,801xx,CO,4 years,0
5000,MOVING,331xx,FL,4 years,0
15000,Debt Consolidation,497xx,MI,2 years,0
1000,getting back on track,396xx,MS,< 1 year,0
20000, ,088xx,NJ,7 years,0
3000,helping me back on my feet,316xx,GA,9 years,0
10000,PTA School Student Loan,396xx,MS,2 years,0
3000,Need to consolidate at a lower rate,921xx,CA,2 years,0
25000,Studen Loan,624xx,IL,2 years,0
1000,traditional student loans don't cover,080xx,NJ,3 years,0
7500,motorcycle,601xx,IL,2 years,0
5000,school,152xx,PA,2 years,0
1200,Recovery Loan,125xx,NY,1 year,0
1500,Relocation,338xx,FL,2 years,0
7000,TO HELP ME PAY FOR SCHOOL AND HOUSING,717xx,AR,< 1 year,0
4000,Requesting a 4K loan to start a company,331xx,FL,< 1 year,0
7000,handyman special,441xx,OH,1 year,0
12000,thank you for looking,985xx,WA,2 years,0
25000,Seeking lower interest rate,967xx,HI,4 years,0
20000, ,727xx,AR,< 1 year,0
1500,Mental Health Hospitalization Expenses,488xx,MI,1 year,0
10000,Student Loan,714xx,LA,< 1 year,0
12000,I want less monthly payments.,064xx,CT,1 year,0
2000,Moving and relocation,956xx,CA,< 1 year,0
1500,personal,923xx,CA,10+ years,0
1000,Debt Management,100xx,NY,1 year,0
10000,Financing a motorcycle,077xx,NJ,1 year,0
6000,Personal and School Tuition,100xx,NY,2 years,0
5000,Start Up Capital for Technology Product,113xx,NY,< 1 year,0
15000,School Loan,852xx,AZ,< 1 year,0
16000,Debt Consolidation Loan,491xx,MI,10+ years,0
10000,Just trying to get back to good.,794xx,TX,< 1 year,0
15000, ,774xx,TX,2 years,0
3000,Finishing my college education,339xx,FL,2 years,0
10000,Need car badly,606xx,IL,< 1 year,0
5000,college ,368xx,AL,< 1 year,0
10000, ,021xx,MA,1 year,0
10000,Get it together,802xx,CO,1 year,0
2500,paying off a car and going back 2 school,383xx,TX,2 years,0
15000,personal loan,328xx,FL,< 1 year,0
1500, ,731xx,OK,< 1 year,0
9900,Educational Loan,104xx,NY,< 1 year,0
6000,Starting my Boston Life,070xx,NJ,5 years,0
9000,to buy a car,481xx,MI,< 1 year,0
2000,BETTER BUDGET ,119xx,NY,10+ years,0
2000,Paying expenses,713xx,LA,3 years,0
10000, ,112xx,NY,< 1 year,0
3000,Bathroom,018xx,MA,6 years,0
7000,17 more credit to go,770xx,TX,< 1 year,0
25000,start up business loan,328xx,FL,1 year,0
10000,student loan,752xx,TX,< 1 year,0
5000,Catching up,120xx,NY,4 years,0
20000,High Interest Consolidation,498xx,MI,10+ years,0
16000,Education Expenses,306xx,GA,4 years,0
7500,Debt Consolidation,535xx,WI,10+ years,0
5000,Personal and debt ,327xx,FL,1 year,0
3000,Business loan,290xx,SC,< 1 year,0
10000,buying dream car,300xx,GA,< 1 year,0
2000,I want to get out of debit,333xx,FL,< 1 year,0
5000,PERSONAL LOAN,225xx,VA,< 1 year,0
25000,debt consolidation,329xx,FL,8 years,0
7000,student loan,341xx,FL,2 years,0
8000,college loan,159xx,PA,< 1 year,0
25000,Evan Meikle,773xx,TX,10+ years,0
2500,Clearing debt loan,086xx,NJ,10+ years,0
8000,Parametdics Degree,321xx,FL,< 1 year,0
3000,Continuing education,191xx,PA,< 1 year,0
20000,Loan to pay the IRS,917xx,CA,2 years,0
2000,consolidate debt,606xx,IL,2 years,0
15000,Debt Consolidation,300xx,GA,3 years,0
1500,Medical Expenses,449xx,OH,< 1 year,0
10000, ,951xx,CA,1 year,0
2500,PERSONAL,456xx,OH,< 1 year,0
5000,Education,482xx,MI,< 1 year,0
3000,Money for school and kids.,631xx,MO,< 1 year,0
5000,Daughter's Education,972xx,OR,1 year,0
2500,gotta move,319xx,GA,4 years,0
10000,School,645xx,MO,< 1 year,0
1500,Personal Loan,913xx,CA,1 year,0
13500,Student Loan,600xx,IL,3 years,0
25000,Too many moves,980xx,WA,2 years,0
7000,school loan,871xx,NM,< 1 year,0
18200,school loan,770xx,TX,< 1 year,0
20000,Reduce Debt,571xx,SD,3 years,0
16000, ,706xx,LA,2 years,0
5000,Student Loans,301xx,GA,< 1 year,0
4500,student loan,775xx,TX,6 years,0
2500,college loan,300xx,GA,< 1 year,0
15000,Personal,712xx,LA,3 years,0
10000,Personal,712xx,LA,2 years,0
3000,American Express,782xx,TX,3 years,0
6500,Wedding expenses and debt consolidation,430xx,OH,< 1 year,0
25000,Debt Consolidation,150xx,PA,8 years,0
1500,school,331xx,FL,< 1 year,0
15000,Student Loan,550xx,MN,< 1 year,0
15000,Business,986xx,WA,10+ years,0
3000,Engagement Ring,290xx,SC,9 years,0
12000,college,441xx,OH,< 1 year,0
2500,School,479xx,IL,< 1 year,0
1000,Personal Loan,765xx,TX,6 years,0
1000,For purchase of business equipment,955xx,CA,1 year,0
7500,Trying to move,530xx,WI,< 1 year,0
15000, ,928xx,CA,10+ years,0
15000,Urgent,763xx,TX,8 years,0
8500,purchase atv,610xx,IL,10+ years,0
4500,foundation repair,761xx,TX,8 years,0
1000,FOR SCHOOL,316xx,GA,< 1 year,0
3000,Need some assistance please!,303xx,GA,3 years,0
25000,For school ,142xx,NY,< 1 year,0
20000,Debt consolidation,325xx,FL,10+ years,0
25000,carloss60649,606xx,IL,9 years,0
18000,Graduate School,291xx,SC,10+ years,0
6000,Tyler Consolidation Loan,352xx,AL,< 1 year,0
5000,Finger Lakes,133xx,NY,< 1 year,0
15000,Personal Loan,924xx,CA,< 1 year,0
6000,Financing a new car,328xx,FL,< 1 year,0
2000,School Loan,234xx,VA,1 year,0
1000,Student in need of help,381xx,TX,1 year,0
10000,EDUCATION,927xx,CA,4 years,0
20000,Debt consolidation loan,392xx,MS,5 years,0
18000,Single Mom's Dream,480xx,MI,< 1 year,0
4000, ,920xx,CA,2 years,0
18000,Meyer's loan,315xx,GA,7 years,0
5000,Student Loan,352xx,AL,< 1 year,0
10000,Paying off bills,937xx,CA,10+ years,0
25000,Existing Subway - debt consolidation,951xx,CA,2 years,0
12500,lower payments,571xx,SD,2 years,0
15000,school loan,082xx,NJ,2 years,0
5000,Loan for education,922xx,CA,< 1 year,0
2000, ,017xx,MA,< 1 year,0
3000,School and Bills,242xx,VA,< 1 year,0
25000,Paying for College ,247xx,WV,2 years,0
5000, ,151xx,PA,4 years,0
5000,Consolidation Loan,945xx,CA,3 years,0
5500,Boat Loan,201xx,VA,1 year,0
1400,car loan,391xx,MS,9 years,0
2500,JKW2009loan,422xx,KY,10+ years,0
5000,Additional Educational Funds,324xx,FL,< 1 year,0
5000,Lewis University,604xx,IL,< 1 year,0
2500,student loan,700xx,LA,2 years,0
25000,Wish to Be the First,767xx,TX,1 year,0
2000,college loan,843xx,UT,1 year,0
15000,School Purpose,300xx,GA,5 years,0
5000,Colleg Loan,436xx,OH,< 1 year,0
5000,Central New Mexico Community College,871xx,NM,< 1 year,0
11000,Need a loan for college (Hampden-Sydney),232xx,VA,< 1 year,0
11000,Refinancing current debt,945xx,CA,1 year,0
3500,Attending OSU need help with tution,432xx,OH,< 1 year,0
1000,Refinance credit card debt,926xx,CA,1 year,0
2500,Nursing School,386xx,MS,< 1 year,0
7500,school,483xx,MI,< 1 year,0
25000,"$20,000 ",913xx,CA,6 years,0
12000,Debt,799xx,TX,4 years,0
10000,Used family SUV financing ,838xx,WA,3 years,0
2500,Car purchase,606xx,IL,< 1 year,0
19000,really need student loan ,492xx,MI,4 years,0
23000,Consolidate and refinance credit cards,303xx,GA,< 1 year,0
14000,Child's College tuition,967xx,HI,10+ years,0
8000,Schooling,750xx,TX,1 year,0
22550,Motorcycle,902xx,CA,9 years,0
8000,Pay my account off,752xx,TX,< 1 year,0
5000,School Expense,648xx,MO,10+ years,0
4500,School Loan,920xx,CA,< 1 year,0
8000,Paying Off All My Debt/Starting Business,932xx,CA,10+ years,0
2000,debt isn't fun,700xx,LA,4 years,0
21000,Refinance Credit Cards,945xx,CA,< 1 year,0
25000,Student Loan,973xx,OR,< 1 year,0
5000, ,937xx,CA,4 years,0
20000,buying home from estate,448xx,OH,1 year,0
25000,School Payment,362xx,AL,< 1 year,0
1000,Education Expenses,926xx,CA,3 years,0
7000,Paying off credit card debt.,871xx,NM,1 year,0
1000,help with my education,958xx,CA,8 years,0
8800,Payoff major credit card.,926xx,CA,1 year,0
4300,dee,891xx,NV,2 years,0
18000, ,852xx,AZ,5 years,0
15000,New roof for home,932xx,CA,10+ years,0
25000,handerly loan,750xx,TX,3 years,0
1000,Trying To Repair Credit,708xx,LA,7 years,0
1500,bills,394xx,MS,5 years,0
25000,Chase upped minimum,150xx,PA,1 year,0
3000,loan for childs education,221xx,VA,1 year,0
5000,remodeling a room,720xx,AR,10+ years,0
5000,Personal,038xx,NH,3 years,0
5000,education,121xx,NY,< 1 year,0
1500,Down payment,175xx,PA,2 years,0
9500,Wedding,021xx,MA,3 years,0
8000,Auto loan for a second vehicle,481xx,MI,1 year,0
5000,MyLoan,021xx,MA,2 years,0
1500,ABOUT TO LOOSE IT ALL.,773xx,TX,4 years,0
5000,Wanting to go to school,281xx,SC,< 1 year,0
2500,EDUCATIONAL LOAN,604xx,IL,1 year,0
3000,Creation Station Fund,750xx,TX,2 years,0
10000,Consolidate credit,891xx,NV,2 years,0
15000,Emergency Tuition payments,606xx,IL,< 1 year,0
5000,PERSONAL,329xx,FL,1 year,0
7000,home investment,070xx,NJ,5 years,0
5000,Loan for school,230xx,VA,< 1 year,0
25000,Nursing School Loan ,440xx,OH,4 years,0
13000, ,766xx,TX,1 year,0
2000,tuition and rent expenses,787xx,TX,< 1 year,0
2000, ,724xx,AR,4 years,0
5000,"for bills, reception/homecoming",010xx,MA,9 years,0
25000,Engineer Firm Expansion Loan,088xx,NJ,2 years,0
9000,Bryan's Education,063xx,CT,2 years,0
10000,Medical Expenses,945xx,CA,3 years,0
23000,Education Loan,601xx,IL,< 1 year,0
10000,Law School Supplementary Loan,337xx,FL,< 1 year,0
20000, ,216xx,MD,2 years,0
9000,Restart our future,782xx,TX,< 1 year,0
10000,Medical Student Loan for Board Reveiw,342xx,FL,< 1 year,0
