loan_amnt,purpose,zip_code,State,emp_length,label
7000,debt_consolidation,852xx,AZ,9 years,1
17850,credit_card,142xx,NY,10+ years,1
8000,credit_card,442xx,OH,4 years,1
15000,debt_consolidation,473xx,IN,5 years,1
30000,debt_consolidation,801xx,CO,10+ years,1
16000,debt_consolidation,891xx,NV,1 year,1
10000,home_improvement,757xx,TX,10+ years,1
10000,other,330xx,FL,3 years,1
10000,credit_card,282xx,NC,3 years,1
16200,debt_consolidation,303xx,GA,3 years,1
10000,home_improvement,601xx,IL,unknown,1
12000,credit_card,705xx,LA,< 1 year,1
13400,debt_consolidation,925xx,CA,3 years,1
9000,credit_card,370xx,TN,3 years,1
11500,debt_consolidation,018xx,MA,4 years,1
28000,debt_consolidation,211xx,MD,3 years,1
35000,credit_card,983xx,WA,10+ years,1
11875,debt_consolidation,300xx,GA,4 years,1
15000,credit_card,606xx,IL,4 years,1
35000,credit_card,193xx,PA,6 years,1
24000,credit_card,890xx,NV,10+ years,1
8000,other,112xx,NY,10+ years,1
22000,credit_card,780xx,TX,10+ years,1
14400,debt_consolidation,266xx,WV,5 years,1
28000,credit_card,795xx,TX,1 year,1
35000,home_improvement,351xx,AL,3 years,1
24000,home_improvement,481xx,MI,10+ years,1
24000,home_improvement,087xx,NJ,10+ years,1
21000,credit_card,606xx,IL,10+ years,1
6400,credit_card,551xx,MN,< 1 year,1
12000,credit_card,863xx,AZ,< 1 year,1
7200,debt_consolidation,194xx,PA,1 year,1
25750,credit_card,940xx,CA,< 1 year,1
7500,debt_consolidation,491xx,MI,8 years,1
6500,other,331xx,FL,< 1 year,1
12800,debt_consolidation,805xx,CO,3 years,1
12000,credit_card,070xx,NJ,2 years,1
1000,vacation,400xx,KY,10+ years,1
9600,debt_consolidation,327xx,FL,5 years,1
25000,credit_card,907xx,CA,10+ years,1
28000,debt_consolidation,450xx,OH,9 years,1
20400,debt_consolidation,601xx,IL,< 1 year,1
20000,major_purchase,112xx,NY,10+ years,1
1600,debt_consolidation,165xx,PA,10+ years,1
35000,debt_consolidation,201xx,VA,10+ years,1
7000,debt_consolidation,761xx,TX,2 years,1
10000,home_improvement,920xx,CA,1 year,1
14000,home_improvement,077xx,NJ,7 years,1
4000,debt_consolidation,681xx,NE,2 years,1
12000,credit_card,021xx,MA,10+ years,1
10500,debt_consolidation,352xx,AL,4 years,1
33000,debt_consolidation,115xx,NY,10+ years,1
8000,credit_card,217xx,MD,< 1 year,1
7000,debt_consolidation,945xx,CA,10+ years,1
13625,other,802xx,CO,3 years,1
12800,debt_consolidation,430xx,OH,3 years,1
18000,small_business,329xx,FL,10+ years,1
20000,debt_consolidation,015xx,MA,10+ years,1
21000,debt_consolidation,080xx,NJ,10+ years,1
9600,debt_consolidation,088xx,NJ,2 years,1
10000,debt_consolidation,607xx,IL,10+ years,1
12000,credit_card,103xx,NY,2 years,1
16000,debt_consolidation,030xx,NH,2 years,1
21000,debt_consolidation,495xx,MI,10+ years,1
35000,debt_consolidation,551xx,MN,10+ years,1
8800,debt_consolidation,750xx,TX,3 years,1
8550,moving,934xx,CA,unknown,1
24000,debt_consolidation,775xx,TX,3 years,1
24000,debt_consolidation,350xx,AL,10+ years,1
35000,debt_consolidation,752xx,TX,2 years,1
20000,debt_consolidation,841xx,UT,6 years,1
6000,debt_consolidation,894xx,NV,10+ years,1
17600,debt_consolidation,390xx,MS,2 years,1
10000,debt_consolidation,951xx,CA,10+ years,1
10350,debt_consolidation,470xx,IN,1 year,1
35000,credit_card,759xx,TX,10+ years,1
12000,debt_consolidation,905xx,CA,4 years,1
7400,debt_consolidation,461xx,IN,10+ years,1
13000,debt_consolidation,558xx,MN,1 year,1
12900,debt_consolidation,752xx,TX,9 years,1
20000,debt_consolidation,184xx,PA,10+ years,1
13275,credit_card,787xx,TX,< 1 year,1
35000,credit_card,494xx,MI,6 years,1
12000,debt_consolidation,481xx,MI,10+ years,1
35000,major_purchase,926xx,CA,6 years,1
6000,credit_card,190xx,PA,10+ years,1
5000,debt_consolidation,956xx,CA,1 year,1
12000,debt_consolidation,679xx,KS,10+ years,1
25250,debt_consolidation,900xx,CA,3 years,1
20000,other,113xx,NY,< 1 year,1
29000,credit_card,800xx,CO,< 1 year,1
29900,debt_consolidation,745xx,OK,7 years,1
28000,debt_consolidation,926xx,CA,< 1 year,1
5600,home_improvement,270xx,NC,10+ years,1
22050,debt_consolidation,945xx,CA,7 years,1
20000,debt_consolidation,027xx,MA,3 years,1
14000,credit_card,201xx,VA,10+ years,1
26000,home_improvement,773xx,TX,10+ years,1
35000,medical,750xx,TX,1 year,1
10000,debt_consolidation,760xx,TX,6 years,1
21000,debt_consolidation,786xx,TX,10+ years,1
20000,debt_consolidation,935xx,CA,2 years,1
20425,debt_consolidation,970xx,OR,unknown,1
13550,debt_consolidation,175xx,PA,< 1 year,1
13200,debt_consolidation,674xx,KS,7 years,1
10000,debt_consolidation,778xx,TX,4 years,1
10000,debt_consolidation,479xx,IN,3 years,1
11000,debt_consolidation,331xx,FL,5 years,1
20000,other,911xx,CA,unknown,1
28000,debt_consolidation,940xx,CA,5 years,1
5500,credit_card,773xx,TX,10+ years,1
10000,debt_consolidation,124xx,NY,10+ years,1
28000,debt_consolidation,461xx,IN,7 years,1
8350,debt_consolidation,048xx,ME,10+ years,1
21000,credit_card,945xx,CA,2 years,1
13500,debt_consolidation,303xx,GA,1 year,1
25000,debt_consolidation,612xx,IL,10+ years,1
6000,debt_consolidation,088xx,NJ,2 years,1
16800,credit_card,365xx,AL,10+ years,1
30000,debt_consolidation,189xx,PA,2 years,1
2275,debt_consolidation,080xx,NJ,1 year,1
20000,credit_card,211xx,MD,2 years,1
18000,credit_card,104xx,NY,7 years,1
15300,debt_consolidation,065xx,CT,2 years,1
24000,debt_consolidation,730xx,OK,1 year,1
27500,credit_card,530xx,WI,10+ years,1
15000,debt_consolidation,782xx,TX,2 years,1
12800,car,128xx,NY,9 years,1
7000,credit_card,112xx,NY,10+ years,1
10000,credit_card,853xx,AZ,10+ years,1
4675,debt_consolidation,782xx,TX,unknown,1
16500,debt_consolidation,971xx,OR,2 years,1
6000,debt_consolidation,852xx,AZ,10+ years,1
27750,debt_consolidation,857xx,AZ,10+ years,1
12500,credit_card,302xx,GA,2 years,1
10500,debt_consolidation,112xx,NY,10+ years,1
12000,debt_consolidation,789xx,TX,4 years,1
5000,small_business,762xx,TX,3 years,1
12000,debt_consolidation,451xx,OH,3 years,1
25000,debt_consolidation,440xx,OH,10+ years,1
4000,credit_card,956xx,CA,9 years,1
8500,credit_card,783xx,TX,2 years,1
20000,debt_consolidation,911xx,CA,10+ years,1
8625,credit_card,117xx,NY,2 years,1
13800,debt_consolidation,641xx,MO,2 years,1
35000,credit_card,923xx,CA,9 years,1
4800,car,932xx,CA,3 years,1
15000,debt_consolidation,104xx,NY,10+ years,1
15000,major_purchase,924xx,CA,4 years,1
7200,home_improvement,486xx,MI,10+ years,1
11200,debt_consolidation,301xx,GA,10+ years,1
8025,debt_consolidation,258xx,WV,2 years,1
24000,debt_consolidation,775xx,TX,7 years,1
4800,home_improvement,853xx,AZ,5 years,1
28000,credit_card,950xx,CA,9 years,1
10000,debt_consolidation,473xx,IN,5 years,1
4250,other,387xx,MS,10+ years,1
20000,credit_card,780xx,TX,2 years,1
21600,debt_consolidation,925xx,CA,10+ years,1
10550,credit_card,320xx,FL,unknown,1
35000,debt_consolidation,902xx,CA,4 years,1
20000,debt_consolidation,900xx,CA,10+ years,1
35000,house,069xx,CT,6 years,1
6000,debt_consolidation,105xx,NY,10+ years,1
8400,debt_consolidation,122xx,NY,10+ years,1
15000,debt_consolidation,667xx,KS,6 years,1
25000,credit_card,970xx,OR,10+ years,1
19600,credit_card,850xx,AZ,10+ years,1
12000,debt_consolidation,027xx,MA,10+ years,1
21000,debt_consolidation,953xx,CA,8 years,1
14400,credit_card,370xx,TN,1 year,1
24000,debt_consolidation,890xx,NV,1 year,1
10000,debt_consolidation,100xx,NY,10+ years,1
9000,debt_consolidation,191xx,PA,2 years,1
13800,debt_consolidation,923xx,CA,8 years,1
7500,home_improvement,604xx,IL,10+ years,1
18200,debt_consolidation,601xx,IL,10+ years,1
14000,debt_consolidation,840xx,UT,5 years,1
24000,debt_consolidation,785xx,TX,2 years,1
5000,credit_card,972xx,OR,1 year,1
6500,credit_card,290xx,SC,4 years,1
4000,credit_card,403xx,KY,10+ years,1
5000,credit_card,585xx,ND,3 years,1
15000,debt_consolidation,921xx,CA,3 years,1
24000,debt_consolidation,945xx,CA,unknown,1
10000,credit_card,201xx,VA,4 years,1
10000,car,252xx,WV,7 years,1
4800,other,347xx,FL,3 years,1
10000,other,665xx,KS,10+ years,1
5575,credit_card,590xx,MT,2 years,1
12000,debt_consolidation,080xx,NJ,6 years,1
12000,debt_consolidation,302xx,GA,10+ years,1
15000,debt_consolidation,546xx,WI,3 years,1
3000,debt_consolidation,857xx,AZ,10+ years,1
26500,debt_consolidation,760xx,TX,unknown,1
18475,debt_consolidation,170xx,PA,10+ years,1
10075,debt_consolidation,388xx,MS,10+ years,1
4200,other,231xx,VA,unknown,1
28000,debt_consolidation,766xx,TX,1 year,1
10000,debt_consolidation,173xx,PA,10+ years,1
6000,debt_consolidation,276xx,NC,2 years,1
23000,debt_consolidation,913xx,CA,4 years,1
2500,other,080xx,NJ,< 1 year,1
12000,debt_consolidation,302xx,GA,2 years,1
20000,debt_consolidation,064xx,CT,6 years,1
18000,credit_card,760xx,TX,10+ years,1
5000,medical,628xx,IL,6 years,1
3000,home_improvement,995xx,AK,1 year,1
10000,debt_consolidation,945xx,CA,2 years,1
8000,debt_consolidation,980xx,WA,10+ years,1
12000,credit_card,180xx,PA,10+ years,1
11200,car,956xx,CA,10+ years,1
1000,home_improvement,902xx,CA,10+ years,1
2400,vacation,320xx,FL,10+ years,1
10000,credit_card,919xx,CA,3 years,1
5000,debt_consolidation,802xx,CO,< 1 year,1
9500,debt_consolidation,075xx,NJ,10+ years,1
28000,debt_consolidation,077xx,NJ,4 years,1
6000,debt_consolidation,393xx,MS,3 years,1
21600,debt_consolidation,990xx,WA,3 years,1
5000,debt_consolidation,049xx,ME,6 years,1
35000,debt_consolidation,231xx,VA,10+ years,1
25650,debt_consolidation,332xx,FL,10+ years,1
6000,debt_consolidation,319xx,GA,4 years,1
12500,debt_consolidation,189xx,PA,3 years,1
6300,credit_card,339xx,FL,2 years,1
14000,debt_consolidation,079xx,NJ,unknown,1
15000,debt_consolidation,450xx,OH,7 years,1
4000,credit_card,113xx,NY,1 year,1
35000,debt_consolidation,335xx,FL,5 years,1
13800,debt_consolidation,380xx,TN,1 year,1
12000,debt_consolidation,750xx,TX,4 years,1
10200,debt_consolidation,881xx,NM,7 years,1
7775,debt_consolidation,186xx,PA,8 years,1
1600,other,234xx,VA,10+ years,1
18675,credit_card,328xx,FL,1 year,1
15475,other,719xx,AR,10+ years,1
3500,credit_card,170xx,PA,10+ years,1
7250,debt_consolidation,337xx,FL,10+ years,1
15000,credit_card,800xx,CO,7 years,1
9000,debt_consolidation,900xx,CA,2 years,1
4000,car,323xx,FL,1 year,1
8000,home_improvement,928xx,CA,10+ years,1
10000,debt_consolidation,875xx,NM,10+ years,1
4200,credit_card,370xx,TN,10+ years,1
14925,credit_card,890xx,NV,7 years,1
4000,debt_consolidation,804xx,CO,3 years,1
14375,credit_card,549xx,WI,10+ years,1
12000,debt_consolidation,121xx,NY,10+ years,1
3200,debt_consolidation,799xx,TX,3 years,1
14000,other,970xx,OR,3 years,1
9600,debt_consolidation,189xx,PA,2 years,1
19000,moving,075xx,NJ,5 years,1
9800,debt_consolidation,392xx,MS,1 year,1
24000,credit_card,722xx,AR,< 1 year,1
35000,debt_consolidation,467xx,IN,10+ years,1
20000,debt_consolidation,334xx,FL,< 1 year,1
20750,debt_consolidation,890xx,NV,10+ years,1
35000,debt_consolidation,967xx,HI,10+ years,1
15000,debt_consolidation,137xx,NY,< 1 year,1
10000,other,600xx,IL,unknown,1
5000,debt_consolidation,028xx,RI,unknown,1
10000,debt_consolidation,234xx,VA,1 year,1
5000,home_improvement,446xx,OH,1 year,1
8700,debt_consolidation,327xx,FL,1 year,1
15200,credit_card,210xx,MD,1 year,1
16000,major_purchase,466xx,IN,2 years,1
12675,debt_consolidation,932xx,CA,10+ years,1
20575,debt_consolidation,804xx,CO,3 years,1
28000,debt_consolidation,915xx,CA,10+ years,1
18000,debt_consolidation,117xx,NY,10+ years,1
20000,debt_consolidation,352xx,AL,5 years,1
9000,other,334xx,FL,8 years,1
35000,debt_consolidation,275xx,NC,10+ years,1
35000,debt_consolidation,305xx,GA,4 years,1
25300,debt_consolidation,705xx,LA,2 years,1
17600,credit_card,710xx,LA,1 year,1
28000,debt_consolidation,222xx,VA,9 years,1
11000,debt_consolidation,787xx,TX,8 years,1
5625,credit_card,015xx,MA,7 years,1
35000,debt_consolidation,212xx,MD,10+ years,1
15000,debt_consolidation,773xx,TX,< 1 year,1
18400,debt_consolidation,891xx,NV,4 years,1
8000,debt_consolidation,852xx,AZ,4 years,1
21000,debt_consolidation,474xx,IN,10+ years,1
20000,home_improvement,088xx,NJ,5 years,1
16000,debt_consolidation,018xx,MA,10+ years,1
3000,debt_consolidation,601xx,IL,8 years,1
24000,debt_consolidation,606xx,IL,8 years,1
17625,debt_consolidation,937xx,CA,3 years,1
20000,debt_consolidation,275xx,NC,3 years,1
11000,debt_consolidation,130xx,NY,10+ years,1
15000,debt_consolidation,981xx,WA,8 years,1
35000,credit_card,100xx,NY,5 years,1
35000,debt_consolidation,117xx,NY,4 years,1
4000,credit_card,968xx,HI,1 year,1
16000,major_purchase,921xx,CA,1 year,1
11000,debt_consolidation,891xx,NV,10+ years,1
10000,debt_consolidation,913xx,CA,10+ years,1
15000,debt_consolidation,898xx,NV,4 years,1
28000,credit_card,234xx,VA,1 year,1
20000,credit_card,606xx,IL,2 years,1
10500,debt_consolidation,494xx,MI,8 years,1
35000,credit_card,900xx,CA,9 years,1
13000,credit_card,303xx,GA,10+ years,1
10750,credit_card,919xx,CA,2 years,1
35000,credit_card,762xx,TX,10+ years,1
6000,debt_consolidation,751xx,TX,2 years,1
35000,credit_card,910xx,CA,5 years,1
2000,medical,928xx,CA,10+ years,1
10000,home_improvement,030xx,NH,5 years,1
15000,debt_consolidation,950xx,CA,10+ years,1
22225,other,113xx,NY,6 years,1
10000,major_purchase,613xx,IL,10+ years,1
3000,debt_consolidation,112xx,NY,10+ years,1
19800,credit_card,852xx,AZ,4 years,1
8000,debt_consolidation,605xx,IL,10+ years,1
15000,other,402xx,KY,5 years,1
20000,credit_card,852xx,AZ,8 years,1
16000,debt_consolidation,495xx,MI,10+ years,1
15000,debt_consolidation,785xx,TX,unknown,1
12625,debt_consolidation,461xx,IN,8 years,1
10000,home_improvement,150xx,PA,1 year,1
10000,debt_consolidation,925xx,CA,3 years,1
24000,debt_consolidation,452xx,OH,3 years,1
12000,debt_consolidation,590xx,MT,2 years,1
24000,debt_consolidation,945xx,CA,10+ years,1
16000,debt_consolidation,750xx,TX,5 years,1
28000,debt_consolidation,926xx,CA,5 years,1
5000,credit_card,794xx,TX,5 years,1
13600,other,076xx,NJ,2 years,1
8000,credit_card,600xx,IL,3 years,1
35000,credit_card,142xx,NY,9 years,1
22400,debt_consolidation,201xx,VA,1 year,1
25125,credit_card,658xx,MO,< 1 year,1
20850,debt_consolidation,113xx,NY,8 years,1
30000,debt_consolidation,221xx,VA,2 years,1
10000,debt_consolidation,601xx,IL,7 years,1
28000,credit_card,775xx,TX,3 years,1
20000,debt_consolidation,734xx,OK,2 years,1
16625,house,331xx,FL,5 years,1
35000,debt_consolidation,809xx,CO,< 1 year,1
5000,debt_consolidation,028xx,RI,unknown,1
4500,car,852xx,AZ,1 year,1
20000,debt_consolidation,103xx,NY,4 years,1
4200,credit_card,294xx,SC,7 years,1
19200,debt_consolidation,531xx,WI,3 years,1
15425,debt_consolidation,114xx,NY,1 year,1
20400,other,061xx,CT,10+ years,1
23225,debt_consolidation,462xx,IN,10+ years,1
8000,debt_consolidation,381xx,TN,9 years,1
19200,credit_card,707xx,LA,6 years,1
15000,debt_consolidation,941xx,CA,< 1 year,1
35000,credit_card,926xx,CA,3 years,1
5000,credit_card,327xx,FL,3 years,1
12000,debt_consolidation,606xx,IL,8 years,1
17600,credit_card,328xx,FL,10+ years,1
18000,debt_consolidation,199xx,DE,10+ years,1
6000,debt_consolidation,782xx,TX,8 years,1
16100,debt_consolidation,762xx,TX,10+ years,1
21000,debt_consolidation,462xx,IN,3 years,1
6000,credit_card,852xx,AZ,5 years,1
24425,credit_card,986xx,WA,1 year,1
12250,debt_consolidation,158xx,PA,8 years,1
24000,debt_consolidation,805xx,CO,10+ years,1
7000,debt_consolidation,331xx,FL,10+ years,1
12000,debt_consolidation,381xx,TN,10+ years,1
28000,debt_consolidation,153xx,PA,2 years,1
5000,debt_consolidation,101xx,NY,unknown,1
30000,major_purchase,958xx,CA,2 years,1
24000,credit_card,066xx,CT,10+ years,1
30000,debt_consolidation,921xx,CA,< 1 year,1
2000,other,275xx,NC,5 years,1
19625,debt_consolidation,907xx,CA,7 years,1
25000,credit_card,463xx,IN,5 years,1
14400,debt_consolidation,442xx,OH,10+ years,1
24000,debt_consolidation,921xx,CA,2 years,1
15000,debt_consolidation,633xx,MO,10+ years,1
13075,credit_card,207xx,MD,1 year,1
26400,major_purchase,440xx,OH,2 years,1
35000,credit_card,917xx,CA,8 years,1
3000,credit_card,480xx,MI,< 1 year,1
35000,debt_consolidation,917xx,CA,10+ years,1
6400,credit_card,530xx,WI,8 years,1
30000,debt_consolidation,114xx,NY,10+ years,1
8000,credit_card,111xx,NY,9 years,1
12000,credit_card,484xx,MI,unknown,1
5000,other,750xx,TX,unknown,1
12950,credit_card,985xx,WA,4 years,1
15000,credit_card,324xx,FL,3 years,1
20000,debt_consolidation,480xx,MI,5 years,1
5000,credit_card,039xx,ME,7 years,1
25000,debt_consolidation,330xx,FL,8 years,1
20000,debt_consolidation,145xx,NY,unknown,1
12800,home_improvement,212xx,MD,3 years,1
10000,debt_consolidation,193xx,PA,5 years,1
28000,credit_card,785xx,TX,10+ years,1
30000,debt_consolidation,300xx,GA,4 years,1
24000,credit_card,212xx,MD,2 years,1
16000,credit_card,720xx,AR,6 years,1
8000,home_improvement,770xx,TX,10+ years,1
9000,debt_consolidation,300xx,GA,2 years,1
3350,credit_card,857xx,AZ,10+ years,1
35000,debt_consolidation,761xx,TX,2 years,1
12000,credit_card,381xx,TN,10+ years,1
21600,home_improvement,914xx,CA,1 year,1
15000,credit_card,275xx,NC,3 years,1
17000,debt_consolidation,295xx,SC,8 years,1
25000,credit_card,212xx,MD,5 years,1
24000,debt_consolidation,123xx,NY,1 year,1
20000,debt_consolidation,420xx,KY,1 year,1
3600,credit_card,314xx,GA,6 years,1
5000,debt_consolidation,481xx,MI,10+ years,1
30000,debt_consolidation,063xx,CT,10+ years,1
11200,debt_consolidation,134xx,NY,10+ years,1
25000,credit_card,983xx,WA,3 years,1
5750,debt_consolidation,441xx,OH,10+ years,1
17950,debt_consolidation,334xx,FL,1 year,1
26400,debt_consolidation,531xx,WI,3 years,1
20000,debt_consolidation,549xx,WI,9 years,1
6325,debt_consolidation,328xx,FL,10+ years,1
8400,debt_consolidation,350xx,AL,2 years,1
5000,home_improvement,328xx,FL,2 years,1
24000,credit_card,331xx,FL,2 years,1
6000,credit_card,680xx,NE,5 years,1
15000,credit_card,152xx,PA,1 year,1
12000,debt_consolidation,191xx,PA,8 years,1
8000,debt_consolidation,101xx,NY,4 years,1
24000,credit_card,056xx,VT,10+ years,1
15000,credit_card,177xx,PA,< 1 year,1
7200,debt_consolidation,334xx,FL,6 years,1
10000,debt_consolidation,331xx,FL,8 years,1
15000,medical,774xx,TX,2 years,1
25000,debt_consolidation,559xx,MN,1 year,1
5000,debt_consolidation,761xx,TX,6 years,1
15000,credit_card,953xx,CA,10+ years,1
20000,debt_consolidation,812xx,CO,2 years,1
30000,debt_consolidation,986xx,WA,< 1 year,1
24000,debt_consolidation,146xx,NY,8 years,1
25000,credit_card,951xx,CA,7 years,1
35000,debt_consolidation,019xx,MA,10+ years,1
21750,credit_card,290xx,SC,10+ years,1
10750,debt_consolidation,441xx,OH,7 years,1
10000,debt_consolidation,234xx,VA,10+ years,1
35000,credit_card,070xx,NJ,10+ years,1
12500,debt_consolidation,300xx,GA,10+ years,1
19200,debt_consolidation,384xx,TN,7 years,1
21600,debt_consolidation,333xx,FL,10+ years,1
10000,debt_consolidation,957xx,CA,8 years,1
4000,debt_consolidation,930xx,CA,8 years,1
18000,debt_consolidation,030xx,NH,9 years,1
21000,debt_consolidation,070xx,NJ,4 years,1
20000,debt_consolidation,985xx,WA,6 years,1
14000,debt_consolidation,601xx,IL,2 years,1
25000,credit_card,221xx,VA,1 year,1
35000,credit_card,450xx,OH,10+ years,1
16000,car,460xx,IN,2 years,1
20000,credit_card,330xx,FL,10+ years,1
12000,credit_card,497xx,MI,10+ years,1
5350,credit_card,104xx,NY,2 years,1
10000,credit_card,549xx,WI,10+ years,1
8000,debt_consolidation,907xx,CA,1 year,1
10800,debt_consolidation,117xx,NY,10+ years,1
5600,debt_consolidation,608xx,IL,2 years,1
19550,debt_consolidation,405xx,KY,unknown,1
7500,small_business,085xx,NJ,10+ years,1
20000,credit_card,100xx,NY,< 1 year,1
5000,debt_consolidation,471xx,IN,< 1 year,1
8500,debt_consolidation,461xx,IN,8 years,1
8000,debt_consolidation,460xx,IN,2 years,1
24525,debt_consolidation,928xx,CA,9 years,1
12000,major_purchase,761xx,TX,7 years,1
12000,debt_consolidation,928xx,CA,8 years,1
19800,debt_consolidation,553xx,MN,10+ years,1
32000,debt_consolidation,773xx,TX,7 years,1
27325,small_business,559xx,MN,10+ years,1
15000,debt_consolidation,797xx,TX,3 years,1
21000,debt_consolidation,706xx,LA,5 years,1
7000,credit_card,941xx,CA,< 1 year,1
2100,other,037xx,NH,unknown,1
22400,debt_consolidation,480xx,MI,10+ years,1
16750,debt_consolidation,641xx,MO,3 years,1
10000,debt_consolidation,799xx,TX,9 years,1
29400,debt_consolidation,441xx,OH,1 year,1
30000,debt_consolidation,145xx,NY,2 years,1
22000,credit_card,786xx,TX,10+ years,1
35000,debt_consolidation,481xx,MI,10+ years,1
4800,debt_consolidation,970xx,OR,3 years,1
28000,debt_consolidation,142xx,NY,2 years,1
15675,debt_consolidation,553xx,MN,3 years,1
4500,home_improvement,427xx,KY,unknown,1
18975,debt_consolidation,070xx,NJ,3 years,1
17000,debt_consolidation,554xx,MN,10+ years,1
4800,debt_consolidation,752xx,TX,7 years,1
12000,debt_consolidation,117xx,NY,1 year,1
20000,credit_card,080xx,NJ,6 years,1
23800,credit_card,011xx,MA,10+ years,1
22000,debt_consolidation,193xx,PA,4 years,1
12000,debt_consolidation,323xx,FL,3 years,1
12000,credit_card,891xx,NV,5 years,1
9350,credit_card,851xx,AZ,3 years,1
5625,debt_consolidation,078xx,NJ,< 1 year,1
8400,credit_card,928xx,CA,< 1 year,1
10000,credit_card,474xx,IN,8 years,1
10175,credit_card,475xx,IN,2 years,1
25000,credit_card,577xx,SD,10+ years,1
10000,credit_card,282xx,NC,< 1 year,1
16000,home_improvement,925xx,CA,10+ years,1
5000,credit_card,773xx,TX,9 years,1
25000,debt_consolidation,228xx,VA,< 1 year,1
10800,credit_card,498xx,MI,unknown,1
35000,credit_card,218xx,MD,10+ years,1
8000,credit_card,945xx,CA,< 1 year,1
10000,credit_card,656xx,MO,< 1 year,1
16550,debt_consolidation,025xx,MA,6 years,1
17200,debt_consolidation,463xx,IN,10+ years,1
10000,debt_consolidation,185xx,PA,2 years,1
10550,debt_consolidation,235xx,VA,10+ years,1
10000,vacation,934xx,CA,10+ years,1
18000,debt_consolidation,922xx,CA,10+ years,1
14000,credit_card,920xx,CA,unknown,1
15000,debt_consolidation,424xx,KY,5 years,1
13800,debt_consolidation,970xx,OR,1 year,1
19000,debt_consolidation,352xx,AL,1 year,1
13425,debt_consolidation,211xx,MD,2 years,1
15000,debt_consolidation,196xx,PA,3 years,1
4000,major_purchase,373xx,TN,10+ years,1
24775,credit_card,937xx,CA,3 years,1
9000,credit_card,425xx,KY,10+ years,1
7000,debt_consolidation,207xx,MD,10+ years,1
9000,credit_card,915xx,CA,9 years,1
10000,debt_consolidation,540xx,WI,10+ years,1
8000,debt_consolidation,784xx,TX,9 years,1
6000,other,142xx,NY,10+ years,1
35000,credit_card,070xx,NJ,< 1 year,1
10000,credit_card,493xx,MI,10+ years,1
13525,debt_consolidation,283xx,NC,unknown,1
12000,debt_consolidation,750xx,TX,2 years,1
9000,credit_card,606xx,IL,1 year,1
14725,credit_card,687xx,NE,10+ years,1
24000,home_improvement,450xx,OH,10+ years,1
20000,debt_consolidation,853xx,AZ,10+ years,1
12000,credit_card,633xx,MO,1 year,1
17675,debt_consolidation,134xx,NY,8 years,1
12475,car,704xx,LA,9 years,1
10000,home_improvement,630xx,MO,10+ years,1
25000,debt_consolidation,770xx,TX,6 years,1
3600,debt_consolidation,610xx,IL,< 1 year,1
25000,debt_consolidation,945xx,CA,8 years,1
10000,debt_consolidation,604xx,IL,10+ years,1
35000,debt_consolidation,853xx,AZ,2 years,1
5000,debt_consolidation,935xx,CA,2 years,1
27450,home_improvement,921xx,CA,10+ years,1
11500,debt_consolidation,334xx,FL,9 years,1
17000,debt_consolidation,344xx,FL,5 years,1
11200,debt_consolidation,112xx,NY,10+ years,1
35000,debt_consolidation,380xx,TN,10+ years,1
6725,debt_consolidation,708xx,LA,6 years,1
8000,home_improvement,130xx,NY,10+ years,1
5050,other,785xx,TX,10+ years,1
26475,debt_consolidation,957xx,CA,< 1 year,1
30000,other,023xx,MA,3 years,1
26000,debt_consolidation,460xx,IN,1 year,1
15600,credit_card,826xx,WY,10+ years,1
8000,debt_consolidation,456xx,OH,2 years,1
6000,debt_consolidation,749xx,OK,unknown,1
17725,debt_consolidation,784xx,TX,3 years,1
9500,credit_card,787xx,TX,4 years,1
8700,debt_consolidation,441xx,OH,1 year,1
8400,debt_consolidation,951xx,CA,1 year,1
8000,debt_consolidation,312xx,GA,9 years,1
12000,debt_consolidation,342xx,FL,unknown,1
2000,major_purchase,852xx,AZ,unknown,1
25000,debt_consolidation,327xx,FL,10+ years,1
10000,debt_consolidation,027xx,MA,10+ years,1
14000,home_improvement,441xx,OH,10+ years,1
8275,debt_consolidation,928xx,CA,< 1 year,1
5000,other,112xx,NY,3 years,1
17400,credit_card,840xx,UT,8 years,1
26000,credit_card,333xx,FL,6 years,1
2600,credit_card,630xx,MO,3 years,1
16500,debt_consolidation,700xx,LA,10+ years,1
13700,debt_consolidation,852xx,AZ,10+ years,1
18000,debt_consolidation,481xx,MI,2 years,1
9500,car,113xx,NY,5 years,1
28000,credit_card,553xx,MN,8 years,1
14000,debt_consolidation,327xx,FL,8 years,1
15000,debt_consolidation,314xx,GA,3 years,1
5600,debt_consolidation,321xx,FL,10+ years,1
4000,credit_card,334xx,FL,< 1 year,1
3000,major_purchase,038xx,NH,8 years,1
30800,debt_consolidation,088xx,NJ,5 years,1
20000,debt_consolidation,029xx,RI,5 years,1
24975,debt_consolidation,232xx,VA,10+ years,1
15000,other,077xx,NJ,6 years,1
5000,debt_consolidation,330xx,FL,1 year,1
16000,credit_card,554xx,MN,2 years,1
6000,credit_card,548xx,WI,unknown,1
12000,debt_consolidation,741xx,OK,10+ years,1
24000,credit_card,980xx,WA,10+ years,1
9000,credit_card,023xx,MA,10+ years,1
10725,credit_card,450xx,OH,8 years,1
24000,debt_consolidation,483xx,MI,1 year,1
4000,debt_consolidation,148xx,NY,unknown,1
9925,other,945xx,CA,2 years,1
